date,datetime,metric,value,source
2020-08-06,2020-08-06 05:36:52 +0900,body_mass_kg,59.0,PICOOC
2020-08-06,2020-08-06 05:36:52 +0900,lean_body_mass_kg,41.8,PICOOC
2020-08-07,2020-08-07 09:32:04 +0900,bmi,20.9,PICOOC
2020-08-07,2020-08-07 09:32:04 +0900,body_fat_pct,29.3,PICOOC
2020-08-07,2020-08-07 09:32:04 +0900,body_mass_kg,59.7,PICOOC
2020-08-07,2020-08-07 09:32:04 +0900,lean_body_mass_kg,42.2,PICOOC
2020-08-07,2020-08-07 12:55:25 +0900,bmi,20.8,PICOOC
2020-08-07,2020-08-07 12:55:25 +0900,body_fat_pct,29.4,PICOOC
2020-08-07,2020-08-07 12:55:25 +0900,body_mass_kg,59.3,PICOOC
2020-08-07,2020-08-07 12:55:25 +0900,lean_body_mass_kg,41.9,PICOOC
2020-08-08,2020-08-08 01:40:56 +0900,bmi,20.7,PICOOC
2020-08-08,2020-08-08 01:40:56 +0900,body_fat_pct,29.6,PICOOC
2020-08-08,2020-08-08 01:40:56 +0900,body_mass_kg,59.1,PICOOC
2020-08-08,2020-08-08 01:40:56 +0900,lean_body_mass_kg,41.6,PICOOC
2020-08-08,2020-08-08 01:41:18 +0900,body_fat_pct,29.6,PICOOC
2020-08-08,2020-08-08 01:41:18 +0900,body_mass_kg,59.1,PICOOC
2020-08-08,2020-08-08 01:41:18 +0900,lean_body_mass_kg,41.6,PICOOC
2020-08-08,2020-08-08 06:25:43 +0900,bmi,20.7,PICOOC
2020-08-08,2020-08-08 06:25:43 +0900,body_fat_pct,29.6,PICOOC
2020-08-08,2020-08-08 06:25:43 +0900,body_mass_kg,59.1,PICOOC
2020-08-08,2020-08-08 06:25:43 +0900,lean_body_mass_kg,41.6,PICOOC
2020-08-09,2020-08-09 12:03:34 +0900,bmi,20.8,PICOOC
2020-08-09,2020-08-09 12:03:34 +0900,body_fat_pct,28.9,PICOOC
2020-08-09,2020-08-09 12:03:34 +0900,body_mass_kg,59.3,PICOOC
2020-08-09,2020-08-09 12:03:34 +0900,lean_body_mass_kg,42.1,PICOOC
2020-08-09,2020-08-09 15:03:58 +0900,bmi,20.7,PICOOC
2020-08-09,2020-08-09 15:03:58 +0900,body_fat_pct,28.8,PICOOC
2020-08-09,2020-08-09 15:03:58 +0900,body_mass_kg,59.1,PICOOC
2020-08-09,2020-08-09 15:03:58 +0900,lean_body_mass_kg,42.1,PICOOC
2020-08-10,2020-08-10 02:49:47 +0900,bmi,21.0,PICOOC
2020-08-10,2020-08-10 02:49:47 +0900,body_fat_pct,29.7,PICOOC
2020-08-10,2020-08-10 02:49:47 +0900,body_mass_kg,59.9,PICOOC
2020-08-10,2020-08-10 02:49:47 +0900,lean_body_mass_kg,42.1,PICOOC
2020-08-10,2020-08-10 12:38:32 +0900,bmi,20.7,PICOOC
2020-08-10,2020-08-10 12:38:32 +0900,body_fat_pct,28.4,PICOOC
2020-08-10,2020-08-10 12:38:32 +0900,body_mass_kg,59.0,PICOOC
2020-08-10,2020-08-10 12:38:32 +0900,lean_body_mass_kg,42.2,PICOOC
2020-08-10,2020-08-10 14:39:45 +0900,bmi,20.6,PICOOC
2020-08-10,2020-08-10 14:39:45 +0900,body_fat_pct,30.4,PICOOC
2020-08-10,2020-08-10 14:39:45 +0900,body_mass_kg,58.9,PICOOC
2020-08-10,2020-08-10 14:39:45 +0900,lean_body_mass_kg,41.0,PICOOC
2020-08-11,2020-08-11 05:33:36 +0900,bmi,20.7,PICOOC
2020-08-11,2020-08-11 05:33:36 +0900,body_fat_pct,28.7,PICOOC
2020-08-11,2020-08-11 05:33:36 +0900,body_mass_kg,59.0,PICOOC
2020-08-11,2020-08-11 05:33:36 +0900,lean_body_mass_kg,42.1,PICOOC
2020-08-11,2020-08-11 08:12:05 +0900,bmi,20.6,PICOOC
2020-08-11,2020-08-11 08:12:05 +0900,body_fat_pct,28.8,PICOOC
2020-08-11,2020-08-11 08:12:05 +0900,body_mass_kg,58.9,PICOOC
2020-08-11,2020-08-11 08:12:05 +0900,lean_body_mass_kg,42.0,PICOOC
2020-08-13,2020-08-13 09:36:55 +0900,bmi,20.7,PICOOC
2020-08-13,2020-08-13 09:36:55 +0900,body_fat_pct,29.1,PICOOC
2020-08-13,2020-08-13 09:36:55 +0900,body_mass_kg,59.0,PICOOC
2020-08-13,2020-08-13 09:36:55 +0900,lean_body_mass_kg,41.8,PICOOC
2020-08-14,2020-08-14 08:05:32 +0900,bmi,20.8,PICOOC
2020-08-14,2020-08-14 08:05:32 +0900,body_fat_pct,28.1,PICOOC
2020-08-14,2020-08-14 08:05:32 +0900,body_mass_kg,59.4,PICOOC
2020-08-14,2020-08-14 08:05:32 +0900,lean_body_mass_kg,42.7,PICOOC
2020-08-17,2020-08-17 09:01:29 +0900,bmi,21.5,PICOOC
2020-08-17,2020-08-17 09:01:29 +0900,body_fat_pct,28.2,PICOOC
2020-08-17,2020-08-17 09:01:29 +0900,body_mass_kg,61.3,PICOOC
2020-08-17,2020-08-17 09:01:29 +0900,lean_body_mass_kg,44.0,PICOOC
2020-08-17,2020-08-17 13:39:31 +0900,bmi,21.4,PICOOC
2020-08-17,2020-08-17 13:39:31 +0900,body_fat_pct,28.4,PICOOC
2020-08-17,2020-08-17 13:39:31 +0900,body_mass_kg,61.0,PICOOC
2020-08-17,2020-08-17 13:39:31 +0900,lean_body_mass_kg,43.7,PICOOC
2020-08-17,2020-08-17 20:46:22 +0900,bmi,21.2,PICOOC
2020-08-17,2020-08-17 20:46:22 +0900,body_fat_pct,28.1,PICOOC
2020-08-17,2020-08-17 20:46:22 +0900,body_mass_kg,60.6,PICOOC
2020-08-17,2020-08-17 20:46:22 +0900,lean_body_mass_kg,43.6,PICOOC
2020-08-18,2020-08-18 04:45:21 +0900,bmi,21.1,PICOOC
2020-08-18,2020-08-18 04:45:21 +0900,body_fat_pct,28.3,PICOOC
2020-08-18,2020-08-18 04:45:21 +0900,body_mass_kg,60.3,PICOOC
2020-08-18,2020-08-18 04:45:21 +0900,lean_body_mass_kg,43.3,PICOOC
2020-08-19,2020-08-19 10:07:14 +0900,bmi,21.0,PICOOC
2020-08-19,2020-08-19 10:07:14 +0900,body_fat_pct,28.2,PICOOC
2020-08-19,2020-08-19 10:07:14 +0900,body_mass_kg,60.0,PICOOC
2020-08-19,2020-08-19 10:07:14 +0900,lean_body_mass_kg,43.1,PICOOC
2020-08-19,2020-08-19 12:15:16 +0900,bmi,21.0,PICOOC
2020-08-19,2020-08-19 12:15:16 +0900,body_fat_pct,28.1,PICOOC
2020-08-19,2020-08-19 12:15:16 +0900,body_mass_kg,59.9,PICOOC
2020-08-19,2020-08-19 12:15:16 +0900,lean_body_mass_kg,43.1,PICOOC
2020-08-19,2020-08-19 14:54:15 +0900,bmi,20.9,PICOOC
2020-08-19,2020-08-19 14:54:15 +0900,body_fat_pct,29.3,PICOOC
2020-08-19,2020-08-19 14:54:15 +0900,body_mass_kg,59.7,PICOOC
2020-08-19,2020-08-19 14:54:15 +0900,lean_body_mass_kg,42.2,PICOOC
2020-08-20,2020-08-20 07:29:14 +0900,bmi,21.1,PICOOC
2020-08-20,2020-08-20 07:29:14 +0900,body_fat_pct,27.5,PICOOC
2020-08-20,2020-08-20 07:29:14 +0900,body_mass_kg,60.3,PICOOC
2020-08-20,2020-08-20 07:29:14 +0900,lean_body_mass_kg,43.7,PICOOC
2020-08-21,2020-08-21 07:05:31 +0900,bmi,21.0,PICOOC
2020-08-21,2020-08-21 07:05:31 +0900,body_fat_pct,27.4,PICOOC
2020-08-21,2020-08-21 07:05:31 +0900,body_mass_kg,60.1,PICOOC
2020-08-21,2020-08-21 07:05:31 +0900,lean_body_mass_kg,43.7,PICOOC
2020-08-21,2020-08-21 07:05:52 +0900,bmi,21.0,PICOOC
2020-08-21,2020-08-21 07:05:52 +0900,body_fat_pct,27.4,PICOOC
2020-08-21,2020-08-21 07:05:52 +0900,body_mass_kg,60.1,PICOOC
2020-08-21,2020-08-21 07:05:52 +0900,lean_body_mass_kg,43.7,PICOOC
2020-08-21,2020-08-21 10:48:07 +0900,bmi,21.0,PICOOC
2020-08-21,2020-08-21 10:48:07 +0900,body_fat_pct,28.6,PICOOC
2020-08-21,2020-08-21 10:48:07 +0900,body_mass_kg,60.0,PICOOC
2020-08-21,2020-08-21 10:48:07 +0900,lean_body_mass_kg,42.8,PICOOC
2020-08-22,2020-08-22 10:36:12 +0900,bmi,21.0,PICOOC
2020-08-22,2020-08-22 10:36:12 +0900,body_fat_pct,28.6,PICOOC
2020-08-22,2020-08-22 10:36:12 +0900,body_mass_kg,60.0,PICOOC
2020-08-22,2020-08-22 10:36:12 +0900,lean_body_mass_kg,42.8,PICOOC
2020-08-22,2020-08-22 12:08:10 +0900,bmi,21.0,PICOOC
2020-08-22,2020-08-22 12:08:10 +0900,body_fat_pct,29.0,PICOOC
2020-08-22,2020-08-22 12:08:10 +0900,body_mass_kg,59.9,PICOOC
2020-08-22,2020-08-22 12:08:10 +0900,lean_body_mass_kg,42.5,PICOOC
2020-08-23,2020-08-23 11:33:31 +0900,bmi,21.1,PICOOC
2020-08-23,2020-08-23 11:33:31 +0900,body_fat_pct,27.9,PICOOC
2020-08-23,2020-08-23 11:33:31 +0900,body_mass_kg,60.2,PICOOC
2020-08-23,2020-08-23 11:33:31 +0900,lean_body_mass_kg,43.4,PICOOC
2020-08-23,2020-08-23 14:51:52 +0900,bmi,20.9,PICOOC
2020-08-23,2020-08-23 14:51:52 +0900,body_fat_pct,27.6,PICOOC
2020-08-23,2020-08-23 14:51:52 +0900,body_mass_kg,59.8,PICOOC
2020-08-23,2020-08-23 14:51:52 +0900,lean_body_mass_kg,43.3,PICOOC
2020-08-24,2020-08-24 11:24:11 +0900,bmi,20.9,PICOOC
2020-08-24,2020-08-24 11:24:11 +0900,body_fat_pct,27.6,PICOOC
2020-08-24,2020-08-24 11:24:11 +0900,body_mass_kg,59.8,PICOOC
2020-08-24,2020-08-24 11:24:11 +0900,lean_body_mass_kg,43.3,PICOOC
2020-08-27,2020-08-27 10:27:25 +0900,bmi,21.0,PICOOC
2020-08-27,2020-08-27 10:27:25 +0900,body_fat_pct,29.8,PICOOC
2020-08-27,2020-08-27 10:27:25 +0900,body_mass_kg,60.0,PICOOC
2020-08-27,2020-08-27 10:27:25 +0900,lean_body_mass_kg,42.1,PICOOC
2020-09-01,2020-09-01 13:30:28 +0900,bmi,21.0,PICOOC
2020-09-01,2020-09-01 13:30:28 +0900,body_fat_pct,26.9,PICOOC
2020-09-01,2020-09-01 13:30:28 +0900,body_mass_kg,60.1,PICOOC
2020-09-01,2020-09-01 13:30:28 +0900,lean_body_mass_kg,43.9,PICOOC
2020-09-02,2020-09-02 00:26:15 +0900,bmi,21.0,PICOOC
2020-09-02,2020-09-02 00:26:15 +0900,body_fat_pct,26.0,PICOOC
2020-09-02,2020-09-02 00:26:15 +0900,body_mass_kg,60.1,PICOOC
2020-09-02,2020-09-02 00:26:15 +0900,lean_body_mass_kg,44.5,PICOOC
2020-09-02,2020-09-02 06:42:50 +0900,bmi,21.0,PICOOC
2020-09-02,2020-09-02 06:42:50 +0900,body_fat_pct,27.3,PICOOC
2020-09-02,2020-09-02 06:42:50 +0900,body_mass_kg,60.0,PICOOC
2020-09-02,2020-09-02 06:42:50 +0900,lean_body_mass_kg,43.6,PICOOC
2020-09-07,2020-09-07 06:40:14 +0900,bmi,20.9,PICOOC
2020-09-07,2020-09-07 06:40:14 +0900,body_fat_pct,28.4,PICOOC
2020-09-07,2020-09-07 06:40:14 +0900,body_mass_kg,59.7,PICOOC
2020-09-07,2020-09-07 06:40:14 +0900,lean_body_mass_kg,42.8,PICOOC
2020-09-08,2020-09-08 06:31:20 +0900,bmi,20.8,PICOOC
2020-09-08,2020-09-08 06:31:20 +0900,body_fat_pct,29.4,PICOOC
2020-09-08,2020-09-08 06:31:20 +0900,body_mass_kg,59.3,PICOOC
2020-09-08,2020-09-08 06:31:20 +0900,lean_body_mass_kg,41.9,PICOOC
2020-09-09,2020-09-09 09:41:24 +0900,bmi,20.7,PICOOC
2020-09-09,2020-09-09 09:41:24 +0900,body_fat_pct,29.6,PICOOC
2020-09-09,2020-09-09 09:41:24 +0900,body_mass_kg,59.1,PICOOC
2020-09-09,2020-09-09 09:41:24 +0900,lean_body_mass_kg,41.6,PICOOC
2020-09-10,2020-09-10 06:13:42 +0900,bmi,20.8,PICOOC
2020-09-10,2020-09-10 06:13:42 +0900,body_fat_pct,28.6,PICOOC
2020-09-10,2020-09-10 06:13:42 +0900,body_mass_kg,59.4,PICOOC
2020-09-10,2020-09-10 06:13:42 +0900,lean_body_mass_kg,42.4,PICOOC
2020-09-14,2020-09-14 06:43:48 +0900,bmi,20.9,PICOOC
2020-09-14,2020-09-14 06:43:48 +0900,body_fat_pct,28.7,PICOOC
2020-09-14,2020-09-14 06:43:48 +0900,body_mass_kg,59.6,PICOOC
2020-09-14,2020-09-14 06:43:48 +0900,lean_body_mass_kg,42.5,PICOOC
2020-09-14,2020-09-14 06:44:13 +0900,bmi,20.9,PICOOC
2020-09-14,2020-09-14 06:44:13 +0900,body_fat_pct,28.7,PICOOC
2020-09-14,2020-09-14 06:44:13 +0900,body_mass_kg,59.6,PICOOC
2020-09-14,2020-09-14 06:44:13 +0900,lean_body_mass_kg,42.5,PICOOC
2020-09-15,2020-09-15 07:35:46 +0900,bmi,20.6,PICOOC
2020-09-15,2020-09-15 07:35:46 +0900,body_fat_pct,28.3,PICOOC
2020-09-15,2020-09-15 07:35:46 +0900,body_mass_kg,58.9,PICOOC
2020-09-15,2020-09-15 07:35:46 +0900,lean_body_mass_kg,42.2,PICOOC
2020-09-15,2020-09-15 07:36:11 +0900,bmi,20.6,PICOOC
2020-09-15,2020-09-15 07:36:11 +0900,body_fat_pct,28.3,PICOOC
2020-09-15,2020-09-15 07:36:11 +0900,body_mass_kg,58.9,PICOOC
2020-09-15,2020-09-15 07:36:11 +0900,lean_body_mass_kg,42.2,PICOOC
2020-09-16,2020-09-16 07:27:28 +0900,bmi,20.6,PICOOC
2020-09-16,2020-09-16 07:27:28 +0900,body_fat_pct,29.0,PICOOC
2020-09-16,2020-09-16 07:27:28 +0900,body_mass_kg,58.9,PICOOC
2020-09-16,2020-09-16 07:27:28 +0900,lean_body_mass_kg,41.8,PICOOC
2020-09-16,2020-09-16 13:45:14 +0900,bmi,20.587,Mi Fit
2020-09-16,2020-09-16 13:45:14 +0900,body_mass_kg,58.8,Mi Fit
2020-09-17,2020-09-17 13:25:20 +0900,bmi,20.7,PICOOC
2020-09-17,2020-09-17 13:25:20 +0900,body_fat_pct,26.2,PICOOC
2020-09-17,2020-09-17 13:25:20 +0900,body_mass_kg,59.0,PICOOC
2020-09-17,2020-09-17 13:25:20 +0900,lean_body_mass_kg,43.5,PICOOC
2020-09-18,2020-09-18 06:41:58 +0900,bmi,20.7,PICOOC
2020-09-18,2020-09-18 06:41:58 +0900,body_fat_pct,28.7,PICOOC
2020-09-18,2020-09-18 06:41:58 +0900,body_mass_kg,59.0,PICOOC
2020-09-18,2020-09-18 06:41:58 +0900,lean_body_mass_kg,42.1,PICOOC
2020-09-18,2020-09-18 11:25:19 +0900,bmi,20.6,PICOOC
2020-09-18,2020-09-18 11:25:19 +0900,body_fat_pct,28.6,PICOOC
2020-09-18,2020-09-18 11:25:19 +0900,body_mass_kg,58.9,PICOOC
2020-09-18,2020-09-18 11:25:19 +0900,lean_body_mass_kg,42.1,PICOOC
2020-09-24,2020-09-24 07:50:34 +0900,bmi,20.8,PICOOC
2020-09-24,2020-09-24 07:50:34 +0900,body_fat_pct,28.1,PICOOC
2020-09-24,2020-09-24 07:50:34 +0900,body_mass_kg,59.3,PICOOC
2020-09-24,2020-09-24 07:50:34 +0900,lean_body_mass_kg,42.7,PICOOC
2020-09-24,2020-09-24 11:39:22 +0900,bmi,20.8,PICOOC
2020-09-24,2020-09-24 11:39:22 +0900,body_fat_pct,28.1,PICOOC
2020-09-24,2020-09-24 11:39:22 +0900,body_mass_kg,59.3,PICOOC
2020-09-24,2020-09-24 11:39:22 +0900,lean_body_mass_kg,42.7,PICOOC
2020-09-28,2020-09-28 07:09:44 +0900,bmi,20.7,PICOOC
2020-09-28,2020-09-28 07:09:44 +0900,body_fat_pct,28.9,PICOOC
2020-09-28,2020-09-28 07:09:44 +0900,body_mass_kg,59.2,PICOOC
2020-09-28,2020-09-28 07:09:44 +0900,lean_body_mass_kg,42.1,PICOOC
2020-09-28,2020-09-28 11:39:31 +0900,bmi,20.6,PICOOC
2020-09-28,2020-09-28 11:39:31 +0900,body_fat_pct,28.6,PICOOC
2020-09-28,2020-09-28 11:39:31 +0900,body_mass_kg,58.9,PICOOC
2020-09-28,2020-09-28 11:39:31 +0900,lean_body_mass_kg,42.1,PICOOC
2020-09-28,2020-09-28 11:39:59 +0900,bmi,20.7,PICOOC
2020-09-28,2020-09-28 11:39:59 +0900,body_fat_pct,28.4,PICOOC
2020-09-28,2020-09-28 11:39:59 +0900,body_mass_kg,59.2,PICOOC
2020-09-28,2020-09-28 11:39:59 +0900,lean_body_mass_kg,42.4,PICOOC
2020-09-30,2020-09-30 08:08:31 +0900,bmi,20.8,PICOOC
2020-09-30,2020-09-30 08:08:31 +0900,body_fat_pct,28.1,PICOOC
2020-09-30,2020-09-30 08:08:31 +0900,body_mass_kg,59.3,PICOOC
2020-09-30,2020-09-30 08:08:31 +0900,lean_body_mass_kg,42.7,PICOOC
2020-10-05,2020-10-05 07:18:46 +0900,bmi,21.0,PICOOC
2020-10-05,2020-10-05 07:18:46 +0900,body_fat_pct,28.4,PICOOC
2020-10-05,2020-10-05 07:18:46 +0900,body_mass_kg,59.9,PICOOC
2020-10-05,2020-10-05 07:18:46 +0900,lean_body_mass_kg,42.9,PICOOC
2020-10-07,2020-10-07 08:24:28 +0900,bmi,20.9,PICOOC
2020-10-07,2020-10-07 08:24:28 +0900,body_fat_pct,28.0,PICOOC
2020-10-07,2020-10-07 08:24:28 +0900,body_mass_kg,59.8,PICOOC
2020-10-07,2020-10-07 08:24:28 +0900,lean_body_mass_kg,43.0,PICOOC
2020-10-08,2020-10-08 14:21:38 +0900,bmi,21.0,PICOOC
2020-10-08,2020-10-08 14:21:38 +0900,body_fat_pct,26.8,PICOOC
2020-10-08,2020-10-08 14:21:38 +0900,body_mass_kg,60.0,PICOOC
2020-10-08,2020-10-08 14:21:38 +0900,lean_body_mass_kg,43.9,PICOOC
2020-10-08,2020-10-08 14:21:57 +0900,bmi,21.0,PICOOC
2020-10-08,2020-10-08 14:21:57 +0900,body_fat_pct,26.8,PICOOC
2020-10-08,2020-10-08 14:21:57 +0900,body_mass_kg,60.0,PICOOC
2020-10-08,2020-10-08 14:21:57 +0900,lean_body_mass_kg,43.9,PICOOC
2020-10-08,2020-10-08 14:22:38 +0900,bmi,21.0,PICOOC
2020-10-08,2020-10-08 14:22:38 +0900,body_fat_pct,26.8,PICOOC
2020-10-08,2020-10-08 14:22:38 +0900,body_mass_kg,60.0,PICOOC
2020-10-08,2020-10-08 14:22:38 +0900,lean_body_mass_kg,43.9,PICOOC
2020-10-08,2020-10-08 14:50:11 +0900,bmi,21.0,PICOOC
2020-10-08,2020-10-08 14:50:11 +0900,body_fat_pct,26.3,PICOOC
2020-10-08,2020-10-08 14:50:11 +0900,body_mass_kg,59.9,PICOOC
2020-10-08,2020-10-08 14:50:11 +0900,lean_body_mass_kg,44.1,PICOOC
2020-10-10,2020-10-10 11:32:07 +0900,bmi,20.9,PICOOC
2020-10-10,2020-10-10 11:32:07 +0900,body_fat_pct,27.9,PICOOC
2020-10-10,2020-10-10 11:32:07 +0900,body_mass_kg,59.7,PICOOC
2020-10-10,2020-10-10 11:32:07 +0900,lean_body_mass_kg,43.0,PICOOC
2020-10-12,2020-10-12 08:08:39 +0900,bmi,20.9,PICOOC
2020-10-12,2020-10-12 08:08:39 +0900,body_fat_pct,28.0,PICOOC
2020-10-12,2020-10-12 08:08:39 +0900,body_mass_kg,59.8,PICOOC
2020-10-12,2020-10-12 08:08:39 +0900,lean_body_mass_kg,43.0,PICOOC
2020-10-14,2020-10-14 22:37:27 +0900,bmi,21.2,PICOOC
2020-10-14,2020-10-14 22:37:27 +0900,body_fat_pct,27.2,PICOOC
2020-10-14,2020-10-14 22:37:27 +0900,body_mass_kg,60.6,PICOOC
2020-10-14,2020-10-14 22:37:27 +0900,lean_body_mass_kg,44.1,PICOOC
2020-10-15,2020-10-15 07:25:14 +0900,bmi,21.1,PICOOC
2020-10-15,2020-10-15 07:25:14 +0900,body_fat_pct,26.9,PICOOC
2020-10-15,2020-10-15 07:25:14 +0900,body_mass_kg,60.3,PICOOC
2020-10-15,2020-10-15 07:25:14 +0900,lean_body_mass_kg,44.1,PICOOC
2020-10-15,2020-10-15 07:25:32 +0900,bmi,21.1,PICOOC
2020-10-15,2020-10-15 07:25:32 +0900,body_fat_pct,26.9,PICOOC
2020-10-15,2020-10-15 07:25:32 +0900,body_mass_kg,60.3,PICOOC
2020-10-15,2020-10-15 07:25:32 +0900,lean_body_mass_kg,44.1,PICOOC
2020-10-16,2020-10-16 10:59:29 +0900,bmi,21.0,PICOOC
2020-10-16,2020-10-16 10:59:29 +0900,body_fat_pct,27.2,PICOOC
2020-10-16,2020-10-16 10:59:29 +0900,body_mass_kg,60.1,PICOOC
2020-10-16,2020-10-16 10:59:29 +0900,lean_body_mass_kg,43.8,PICOOC
2020-10-17,2020-10-17 02:08:34 +0900,bmi,20.9,PICOOC
2020-10-17,2020-10-17 02:08:34 +0900,body_fat_pct,26.6,PICOOC
2020-10-17,2020-10-17 02:08:34 +0900,body_mass_kg,59.7,PICOOC
2020-10-17,2020-10-17 02:08:34 +0900,lean_body_mass_kg,43.8,PICOOC
2020-10-17,2020-10-17 11:41:10 +0900,bmi,20.9,PICOOC
2020-10-17,2020-10-17 11:41:10 +0900,body_fat_pct,27.9,PICOOC
2020-10-17,2020-10-17 11:41:10 +0900,body_mass_kg,59.6,PICOOC
2020-10-17,2020-10-17 11:41:10 +0900,lean_body_mass_kg,43.0,PICOOC
2020-10-20,2020-10-20 13:41:13 +0900,bmi,21.1,PICOOC
2020-10-20,2020-10-20 13:41:13 +0900,body_fat_pct,26.5,PICOOC
2020-10-20,2020-10-20 13:41:13 +0900,body_mass_kg,60.4,PICOOC
2020-10-20,2020-10-20 13:41:13 +0900,lean_body_mass_kg,44.4,PICOOC
2020-10-20,2020-10-20 13:41:35 +0900,bmi,21.1,PICOOC
2020-10-20,2020-10-20 13:41:35 +0900,body_fat_pct,26.5,PICOOC
2020-10-20,2020-10-20 13:41:35 +0900,body_mass_kg,60.4,PICOOC
2020-10-20,2020-10-20 13:41:35 +0900,lean_body_mass_kg,44.4,PICOOC
2020-10-20,2020-10-20 16:32:58 +0900,bmi,21.0,PICOOC
2020-10-20,2020-10-20 16:32:58 +0900,body_fat_pct,26.3,PICOOC
2020-10-20,2020-10-20 16:32:58 +0900,body_mass_kg,59.9,PICOOC
2020-10-20,2020-10-20 16:32:58 +0900,lean_body_mass_kg,44.1,PICOOC
2020-10-22,2020-10-22 13:36:52 +0900,bmi,21.1,PICOOC
2020-10-22,2020-10-22 13:36:52 +0900,body_fat_pct,26.9,PICOOC
2020-10-22,2020-10-22 13:36:52 +0900,body_mass_kg,60.3,PICOOC
2020-10-22,2020-10-22 13:36:52 +0900,lean_body_mass_kg,44.1,PICOOC
2020-10-24,2020-10-24 01:47:14 +0900,bmi,21.2,PICOOC
2020-10-24,2020-10-24 01:47:14 +0900,body_fat_pct,26.2,PICOOC
2020-10-24,2020-10-24 01:47:14 +0900,body_mass_kg,60.5,PICOOC
2020-10-24,2020-10-24 01:47:14 +0900,lean_body_mass_kg,44.7,PICOOC
2020-10-24,2020-10-24 02:27:59 +0900,bmi,21.3,PICOOC
2020-10-24,2020-10-24 02:27:59 +0900,body_fat_pct,27.2,PICOOC
2020-10-24,2020-10-24 02:27:59 +0900,body_mass_kg,60.7,PICOOC
2020-10-24,2020-10-24 02:27:59 +0900,lean_body_mass_kg,44.2,PICOOC
2020-10-24,2020-10-24 11:10:12 +0900,bmi,21.0,PICOOC
2020-10-24,2020-10-24 11:10:12 +0900,body_fat_pct,27.7,PICOOC
2020-10-24,2020-10-24 11:10:12 +0900,body_mass_kg,59.9,PICOOC
2020-10-24,2020-10-24 11:10:12 +0900,lean_body_mass_kg,43.3,PICOOC
2020-10-24,2020-10-24 11:10:39 +0900,bmi,21.0,PICOOC
2020-10-24,2020-10-24 11:10:39 +0900,body_fat_pct,27.6,PICOOC
2020-10-24,2020-10-24 11:10:39 +0900,body_mass_kg,60.0,PICOOC
2020-10-24,2020-10-24 11:10:39 +0900,lean_body_mass_kg,43.5,PICOOC
2020-10-25,2020-10-25 10:28:01 +0900,bmi,21.0,PICOOC
2020-10-25,2020-10-25 10:28:01 +0900,body_fat_pct,27.2,PICOOC
2020-10-25,2020-10-25 10:28:01 +0900,body_mass_kg,60.1,PICOOC
2020-10-25,2020-10-25 10:28:01 +0900,lean_body_mass_kg,43.8,PICOOC
2020-10-26,2020-10-26 14:07:45 +0900,bmi,21.0,PICOOC
2020-10-26,2020-10-26 14:07:45 +0900,body_fat_pct,26.5,PICOOC
2020-10-26,2020-10-26 14:07:45 +0900,body_mass_kg,60.1,PICOOC
2020-10-26,2020-10-26 14:07:45 +0900,lean_body_mass_kg,44.2,PICOOC
2020-10-28,2020-10-28 04:36:20 +0900,bmi,20.9,PICOOC
2020-10-28,2020-10-28 04:36:20 +0900,body_fat_pct,26.2,PICOOC
2020-10-28,2020-10-28 04:36:20 +0900,body_mass_kg,59.7,PICOOC
2020-10-28,2020-10-28 04:36:20 +0900,lean_body_mass_kg,44.1,PICOOC
2020-10-29,2020-10-29 07:29:38 +0900,bmi,20.8,PICOOC
2020-10-29,2020-10-29 07:29:38 +0900,body_fat_pct,26.9,PICOOC
2020-10-29,2020-10-29 07:29:38 +0900,body_mass_kg,59.5,PICOOC
2020-10-29,2020-10-29 07:29:38 +0900,lean_body_mass_kg,43.5,PICOOC
2020-10-29,2020-10-29 07:29:55 +0900,bmi,20.8,PICOOC
2020-10-29,2020-10-29 07:29:55 +0900,body_fat_pct,26.9,PICOOC
2020-10-29,2020-10-29 07:29:55 +0900,body_mass_kg,59.5,PICOOC
2020-10-29,2020-10-29 07:29:55 +0900,lean_body_mass_kg,43.5,PICOOC
2020-10-30,2020-10-30 02:48:50 +0900,bmi,20.8,PICOOC
2020-10-30,2020-10-30 02:48:50 +0900,body_fat_pct,28.1,PICOOC
2020-10-30,2020-10-30 02:48:50 +0900,body_mass_kg,59.4,PICOOC
2020-10-30,2020-10-30 02:48:50 +0900,lean_body_mass_kg,42.7,PICOOC
2020-10-30,2020-10-30 05:03:01 +0900,bmi,20.7,PICOOC
2020-10-30,2020-10-30 05:03:01 +0900,body_fat_pct,28.4,PICOOC
2020-10-30,2020-10-30 05:03:01 +0900,body_mass_kg,59.2,PICOOC
2020-10-30,2020-10-30 05:03:01 +0900,lean_body_mass_kg,42.4,PICOOC
2020-10-31,2020-10-31 08:47:33 +0900,bmi,20.9,PICOOC
2020-10-31,2020-10-31 08:47:33 +0900,body_fat_pct,28.3,PICOOC
2020-10-31,2020-10-31 08:47:33 +0900,body_mass_kg,59.6,PICOOC
2020-10-31,2020-10-31 08:47:33 +0900,lean_body_mass_kg,42.7,PICOOC
2020-11-01,2020-11-01 02:41:47 +0900,bmi,20.9,PICOOC
2020-11-01,2020-11-01 02:41:47 +0900,body_fat_pct,26.5,PICOOC
2020-11-01,2020-11-01 02:41:47 +0900,body_mass_kg,59.6,PICOOC
