date,steps,active_energy_kcal,exercise_min,distance_km
2019-03-16,8428,0,0,6.18
2019-03-17,8699,0,0,6.19
2019-03-18,9663,0,0,6.9
2019-03-19,12965,0,0,9.48
2019-03-20,5393,0,0,3.87
2019-03-21,9017,0,0,6.52
2019-03-22,8805,0,0,6.66
2019-03-23,5774,0,0,3.81
2019-03-24,7237,0,0,5.19
2019-03-25,6769,0,0,4.57
2019-03-26,11107,0,0,8.27
2019-03-27,2482,0,0,1.75
2019-03-28,4611,0,0,3.24
2019-03-29,9035,0,0,6.65
2019-03-30,839,0,0,0.56
2019-03-31,4621,0,0,3.32
2019-04-01,16588,0,0,11.96
2019-04-02,11197,0,0,7.63
2019-04-03,8110,0,0,5.91
2019-04-04,6448,0,0,4.77
2019-04-05,11138,0,0,7.48
2019-04-06,4796,0,0,3.14
2019-04-07,5197,0,0,3.66
2019-04-08,6763,0,0,5.03
2019-04-09,7018,0,0,4.82
2019-04-10,5507,0,0,4.06
2019-04-11,11565,0,0,8.7
2019-04-12,13590,0,0,9.85
2019-04-13,12968,0,0,11.73
2019-04-14,7316,0,0,5.39
2019-04-15,4617,0,0,3.43
2019-04-16,11839,0,0,8.77
2019-04-17,7775,0,0,5.86
2019-04-18,4000,0,0,2.93
2019-04-19,10275,0,0,7.73
2019-04-20,6209,0,0,4.6
2019-04-21,2399,0,0,1.69
2019-04-22,7643,0,0,5.76
2019-04-23,8039,0,0,6.08
2019-04-24,7055,0,0,5.22
2019-04-25,8589,0,0,6.25
2019-04-26,3885,0,0,2.83
2019-04-27,16927,0,0,13.75
2019-04-28,7081,0,0,5.14
2019-04-29,4575,0,0,3.46
2019-04-30,9034,0,0,6.84
2019-05-01,7327,0,0,5.22
2019-05-02,6691,0,0,4.87
2019-05-03,5213,0,0,3.82
2019-05-04,11279,0,0,8.33
2019-05-05,7578,0,0,5.37
2019-05-06,10600,0,0,7.55
2019-05-07,4531,0,0,3.41
2019-05-08,2418,0,0,1.76
2019-05-09,3250,0,0,2.37
2019-05-10,8241,0,0,5.87
2019-05-11,12620,0,0,9.0
2019-05-12,5337,0,0,3.92
2019-05-13,5279,0,0,3.92
2019-05-14,9551,0,0,7.05
2019-05-15,8610,0,0,6.27
2019-05-16,9949,0,0,7.32
2019-05-17,12961,0,0,9.51
2019-05-18,10948,0,0,7.88
2019-05-19,8916,0,0,6.54
2019-05-20,8025,0,0,5.89
2019-05-21,7768,0,0,5.78
2019-05-22,8160,0,0,5.43
2019-05-23,5286,0,0,3.94
2019-05-24,11226,0,0,8.46
2019-05-25,8245,0,0,6.13
2019-05-26,9096,0,0,6.73
2019-05-27,6766,0,0,5.13
2019-05-28,7910,0,0,5.56
2019-05-29,6517,0,0,4.63
2019-05-30,3432,0,0,2.59
2019-05-31,6856,0,0,5.12
2019-06-01,8839,0,0,6.5
2019-06-02,3304,0,0,2.25
2019-06-03,11159,0,0,8.15
2019-06-04,5488,0,0,4.11
2019-06-05,6176,0,0,4.7
2019-06-06,4291,0,0,3.24
2019-06-07,9213,0,0,6.85
2019-06-08,2624,0,0,1.95
2019-06-09,19175,0,0,15.75
2019-06-10,7600,0,0,5.44
2019-06-11,11794,0,0,8.47
2019-06-12,9519,0,0,7.05
2019-06-13,8282,0,0,6.16
2019-06-14,9177,0,0,7.23
2019-06-15,1476,0,0,1.09
2019-06-16,3827,0,0,2.71
2019-06-17,8465,0,0,6.29
2019-06-18,7326,0,0,5.38
2019-06-19,6826,0,0,5.06
2019-06-20,3290,0,0,2.47
2019-06-21,12971,0,0,9.55
2019-06-22,9604,0,0,7.15
2019-06-23,9273,0,0,6.92
2019-06-24,7038,0,0,5.21
2019-06-25,13134,0,0,9.58
2019-06-26,6526,0,0,4.65
2019-06-27,11455,0,0,8.12
2019-06-28,8835,0,0,6.42
2019-06-29,2850,0,0,2.06
2019-06-30,7385,0,0,5.37
2019-07-01,12800,0,0,8.87
2019-07-02,9594,0,0,7.09
2019-07-03,13342,0,0,9.51
2019-07-04,6449,0,0,4.62
2019-07-05,8656,0,0,6.2
2019-07-06,2529,0,0,1.76
2019-07-07,1939,0,0,1.37
2019-07-08,12967,0,0,9.4
2019-07-09,4505,0,0,3.1
2019-07-10,7844,0,0,5.41
2019-07-11,9539,0,0,7.76
2019-07-12,9489,0,0,6.72
2019-07-13,5908,0,0,4.19
2019-07-14,3052,0,0,2.13
2019-07-15,4039,0,0,2.74
2019-07-16,2002,0,0,1.33
2019-07-17,1831,0,0,1.34
2019-07-18,5762,0,0,4.12
2019-07-19,2781,0,0,1.99
2019-07-20,2119,0,0,1.46
2019-07-21,6153,0,0,4.46
2019-07-22,5002,0,0,3.59
2019-07-23,8867,0,0,6.69
2019-07-24,8755,0,0,6.19
2019-07-25,1670,0,0,1.21
2019-07-26,6617,0,0,4.73
2019-07-27,4241,0,0,3.07
2019-07-28,5466,0,0,3.81
2019-07-29,3751,0,0,2.73
2019-07-30,4823,0,0,3.36
2019-07-31,11782,0,0,9.0
2019-08-01,1299,0,0,0.94
2019-08-02,10599,0,0,7.48
2019-08-03,4414,0,0,2.99
2019-08-04,4348,0,0,3.1
2019-08-05,10337,0,0,7.26
2019-08-06,4712,0,0,3.4
2019-08-07,4737,0,0,3.14
2019-08-08,9010,0,0,6.35
2019-08-09,20429,0,0,14.61
2019-08-10,21759,0,0,15.49
2019-08-11,4818,0,0,3.37
2019-08-12,5506,0,0,3.87
2019-08-13,7210,0,0,5.27
2019-08-14,7137,0,0,5.05
2019-08-15,7676,0,0,5.73
2019-08-16,20319,0,0,14.7
2019-08-17,2959,0,0,2.03
2019-08-18,5780,0,0,3.92
2019-08-19,5046,0,0,3.62
2019-08-20,12078,0,0,8.38
2019-08-21,4950,0,0,3.51
2019-08-22,4901,0,0,3.57
2019-08-23,17495,0,0,12.38
2019-08-24,464,0,0,0.37
2019-08-25,7888,0,0,5.71
2019-08-26,7669,0,0,5.28
2019-08-27,9921,0,0,7.25
2019-08-28,8509,0,0,6.04
2019-08-29,5085,0,0,3.6
2019-08-30,20352,0,0,14.51
2019-08-31,5945,0,0,4.26
2019-09-01,18379,0,0,12.69
2019-09-02,5828,0,0,4.04
2019-09-03,15692,0,0,11.07
2019-09-04,6814,0,0,4.8
2019-09-05,3068,0,0,2.17
2019-09-06,13124,0,0,9.21
2019-09-07,9140,0,0,6.5
2019-09-08,7872,0,0,5.46
2019-09-09,1955,0,0,1.36
2019-09-10,7226,0,0,5.11
2019-09-11,4307,0,0,3.14
2019-09-12,6758,0,0,4.45
2019-09-13,12149,0,0,8.38
2019-09-14,8918,0,0,6.48
2019-09-15,4273,0,0,2.78
2019-09-16,8834,0,0,6.14
2019-09-17,3487,0,0,2.36
2019-09-18,5422,0,0,3.88
2019-09-19,5178,0,0,3.77
2019-09-20,3963,0,0,2.77
2019-10-01,8315,0,0,5.88
2019-10-02,3088,0,0,2.22
2019-10-03,1844,0,0,1.31
2019-10-04,5331,0,0,3.61
2019-10-05,8549,0,0,5.33
2019-10-06,5911,0,0,3.95
2019-10-07,5481,0,0,3.41
2019-10-08,10710,0,0,7.66
2019-10-09,5658,0,0,4.03
2019-10-10,4805,0,0,3.13
2019-10-11,16350,0,0,12.46
2019-10-12,10595,0,0,7.85
2019-10-13,9255,0,0,6.64
2019-10-14,5418,0,0,3.58
2019-10-15,5323,0,0,3.85
2019-10-16,6425,0,0,4.49
2019-10-17,5897,0,0,4.14
2019-10-18,9229,0,0,6.58
2019-10-19,9210,0,0,5.84
2019-10-20,10359,0,0,6.85
2019-10-21,8003,0,0,5.77
2019-10-22,1585,0,0,1.16
2019-10-23,6771,0,0,4.42
2019-10-24,4132,0,0,3.07
2019-10-25,7034,0,0,4.89
2019-10-26,2299,0,0,1.42
2019-10-27,12354,0,0,8.83
2019-10-28,2226,0,0,1.55
2019-10-29,5764,0,0,4.03
2019-10-30,1658,0,0,1.21
2019-10-31,5021,0,0,3.27
2019-11-01,7236,0,0,4.82
2019-11-02,24054,0,0,16.76
2019-11-03,10490,0,0,7.45
2019-11-04,4199,0,0,3.08
2019-11-05,1040,0,0,0.79
2019-11-06,5397,0,0,3.81
2019-11-07,5833,0,0,4.27
2019-11-08,8854,0,0,6.12
2019-11-09,6360,0,0,3.94
2019-11-10,3146,0,0,2.12
2019-11-11,802,0,0,0.59
2019-11-12,11689,0,0,8.02
2019-11-13,6807,0,0,4.49
2019-11-14,3756,0,0,2.57
2019-11-15,7159,0,0,5.16
2019-11-16,3777,0,0,2.82
2019-11-17,2448,0,0,1.65
2019-11-18,3447,0,0,2.55
2019-11-19,2801,0,0,2.05
2019-11-20,8361,0,0,6.1
2019-11-21,4554,0,0,3.28
2019-11-22,10776,0,0,7.73
2019-11-23,8465,0,0,6.14
2019-11-24,2538,0,0,1.78
2019-11-25,5655,0,0,3.66
2019-11-26,1642,0,0,1.24
2019-11-27,10128,0,0,7.03
2019-11-28,11590,0,0,8.54
2019-11-29,18914,0,0,14.02
2019-11-30,11598,0,0,8.32
2019-12-01,20884,0,0,14.46
2019-12-02,5073,0,0,3.61
2019-12-03,3747,0,0,2.67
2019-12-04,9215,0,0,6.45
2019-12-05,4929,0,0,3.56
2019-12-06,8601,0,0,5.85
2019-12-07,7503,0,0,5.11
2019-12-08,11089,0,0,6.99
2019-12-09,7830,0,0,5.44
2019-12-10,8967,0,0,6.16
2019-12-11,5453,0,0,4.01
2019-12-12,19122,0,0,13.5
2019-12-13,17938,0,0,12.39
2019-12-14,13476,0,0,9.2
2019-12-15,23702,0,0,16.73
2019-12-16,25299,0,0,17.87
2019-12-17,5959,0,0,4.29
2019-12-18,9650,0,0,6.68
2019-12-19,10021,0,0,6.89
2019-12-20,17876,0,0,11.59
2019-12-21,7677,0,0,5.51
2019-12-22,15741,0,0,9.76
2019-12-23,17219,0,0,11.38
2019-12-24,7548,0,0,5.12
2019-12-25,12650,0,0,8.75
2019-12-26,1974,0,0,1.42
2019-12-27,7828,0,0,5.4
2019-12-28,6572,0,0,4.66
2019-12-29,12769,0,0,10.47
2019-12-30,3666,0,0,2.52
2019-12-31,4041,0,0,2.92
2020-01-01,16286,0,0,12.1
2020-01-02,2878,0,0,2.01
2020-01-03,811,0,0,0.65
2020-01-04,1069,0,0,0.78
2020-01-05,4878,0,0,3.3
2020-01-06,1369,0,0,1.02
2020-01-07,2390,0,0,1.7
2020-01-08,7622,0,0,5.32
2020-01-09,7892,0,0,5.47
2020-01-10,3225,0,0,2.17
2020-01-11,11834,0,0,8.52
2020-01-12,5576,0,0,3.81
2020-01-13,8385,0,0,5.51
2020-01-14,15081,257.76,0,9.42
2020-01-15,16460,0,0,12.49
2020-01-16,10142,0,0,7.13
2020-01-17,6256,0,0,4.59
2020-01-18,2642,0,0,1.99
2020-01-19,13410,0,0,9.96
2020-01-20,5641,0,0,4.17
2020-01-21,8610,0,0,6.12
2020-01-22,3644,0,0,2.35
2020-01-23,4770,0,0,3.31
2020-01-24,2849,0,0,1.9
2020-01-25,1747,0,0,1.25
2020-01-26,9515,0,0,6.3
2020-01-27,266,0,0,0.19
2020-01-28,3812,0,0,2.76
2020-01-29,6182,0,0,4.17
2020-01-30,4743,0,0,3.29
2020-01-31,208,0,0,0.15
2020-02-01,4903,0,0,3.47
2020-02-02,4369,0,0,3.01
2020-02-03,7861,0,0,5.04
2020-02-04,9531,0,0,6.43
2020-02-05,6720,0,0,4.52
2020-02-06,3342,0,0,2.55
2020-02-07,2131,0,0,1.5
2020-02-08,6657,0,0,4.74
2020-02-09,9521,0,0,6.67
2020-02-10,374,0,0,0.26
2020-02-11,4566,0,0,3.32
2020-02-12,9327,0,0,6.71
2020-02-13,87,0,0,0.06
2020-02-14,3679,0,0,2.81
2020-02-15,8435,0,0,6.05
2020-02-16,4402,0,0,3.09
2020-02-17,5876,0,0,4.19
2020-02-18,179,0,0,0.12
2020-02-19,3010,0,0,2.12
2020-02-20,5427,0,0,3.78
2020-02-21,32,0,0,0.02
2020-02-22,21,0,0,0.01
2020-02-23,136,0,0,0.1
2020-02-24,9252,0,0,6.54
2020-02-25,3433,0,0,2.45
2020-02-26,8057,0,0,5.78
2020-02-27,7151,0,0,5.18
2020-02-28,3048,0,0,2.24
2020-02-29,3302,0,0,2.35
2020-03-01,3291,0,0,2.36
2020-03-02,5591,0,0,3.92
2020-03-03,2828,0,0,2.05
2020-03-04,5312,0,0,4.17
2020-03-05,6812,0,0,4.66
2020-03-06,5548,0,0,4.08
2020-03-07,6054,0,0,4.3
2020-03-08,5006,0,0,3.65
2020-03-09,7704,0,0,5.13
2020-03-10,2741,0,0,2.19
2020-03-11,5790,0,0,3.93
2020-03-12,4970,0,0,3.29
2020-03-13,3726,0,0,2.73
2020-03-14,3307,0,0,2.39
2020-03-15,99,0,0,0.08
2020-03-16,3811,0,0,2.84
2020-03-17,3809,0,0,2.64
2020-03-18,1063,0,0,0.76
2020-03-19,756,0,0,0.52
2020-03-20,164,0,0,0.11
2020-03-21,144,0,0,0.1
2020-03-22,194,0,0,0.14
2020-03-23,278,0,0,0.2
2020-03-24,463,0,0,0.33
2020-03-25,397,0,0,0.29
2020-03-26,138,0,0,0.1
2020-03-27,114,0,0,0.08
2020-03-28,30,0,0,0.02
2020-03-29,1604,0,0,1.15
2020-03-30,5659,0,0,4.15
2020-03-31,3322,0,0,2.33
2020-04-01,232,0,0,0.16
2020-04-02,70,0,0,0.05
2020-04-03,68,0,0,0.05
2020-04-04,163,0,0,0.17
2020-04-05,134,0,0,0.1
2020-04-06,292,0,0,0.24
2020-04-07,98,0,0,0.08
2020-04-08,229,0,0,0.16
2020-04-09,179,0,0,0.14
2020-04-10,197,0,0,0.16
2020-04-11,296,0,0,0.22
2020-04-12,418,0,0,0.33
2020-04-13,196,0,0,0.14
2020-04-14,368,0,0,0.27
2020-04-15,1732,0,0,1.31
2020-04-16,7297,0,0,4.55
2020-04-17,3157,0,0,2.01
2020-04-18,19649,0,0,13.52
2020-04-19,5533,0,0,3.83
2020-04-20,6101,0,0,3.89
2020-04-21,351,0,0,0.25
2020-04-22,6332,0,0,4.44
2020-04-23,111,0,0,0.07
2020-04-24,6350,0,0,4.57
2020-04-25,9296,0,0,6.28
2020-04-26,121,0,0,0.08
2020-04-27,1023,0,0,0.75
2020-04-28,2378,0,0,1.67
2020-04-29,6093,0,0,4.98
2020-04-30,3995,0,0,2.88
2020-05-01,4355,0,0,3.26
2020-05-02,4423,0,0,3.19
2020-05-03,2788,0,0,1.85
2020-05-04,5494,0,0,3.84
2020-05-05,5130,0,0,3.85
2020-05-06,122,0,0,0.09
2020-05-07,2740,0,0,2.03
2020-05-08,16598,0,0,11.5
2020-05-09,274,0,0,0.2
2020-05-10,962,0,0,0.72
2020-05-11,2773,0,0,2.06
2020-05-12,224,0,0,0.16
2020-05-13,3052,0,0,2.03
2020-05-14,315,0,0,0.22
2020-05-15,199,0,0,0.15
2020-05-16,258,0,0,0.18
2020-05-17,1081,0,0,0.74
2020-05-18,4673,0,0,3.24
2020-05-19,1629,0,0,1.0
2020-05-20,7380,0,0,5.52
2020-05-21,9778,0,0,7.0
2020-05-22,5915,0,0,4.11
2020-05-23,19882,0,0,14.1
2020-05-24,9795,0,0,8.24
2020-05-25,6852,0,0,6.5
2020-05-26,3805,0,0,2.88
2020-05-27,260,0,0,0.19
2020-05-28,8962,0,0,7.81
2020-05-29,6995,0,0,4.96
2020-05-30,2400,0,0,1.77
2020-05-31,14046,0,0,9.96
2020-06-01,8983,0,0,6.68
2020-06-02,2321,0,0,1.59
2020-06-03,2003,0,0,1.65
2020-06-04,1927,0,0,1.45
2020-06-05,10199,0,0,8.42
2020-06-06,6880,0,0,4.77
2020-06-07,6224,0,0,4.66
2020-06-08,187,0,0,0.11
2020-06-09,5816,0,0,4.16
2020-06-10,871,0,0,0.63
2020-06-11,5099,0,0,3.66
2020-06-12,7860,0,0,5.47
2020-06-13,4825,0,0,3.5
2020-06-14,15523,0,0,10.64
2020-06-15,15132,0,0,11.2
2020-06-16,138,0,0,0.1
2020-06-17,46,0,0,0.03
2020-06-18,3705,0,0,2.78
2020-06-19,8540,0,0,6.21
2020-06-20,5580,0,0,3.96
2020-06-21,4269,0,0,3.2
2020-06-22,3497,0,0,2.57
2020-06-23,44,0,0,0.03
2020-06-24,1988,0,0,1.39
2020-06-25,1744,0,0,1.24
2020-06-26,3652,0,0,2.67
2020-06-27,13835,0,0,9.6
2020-06-28,9095,0,0,6.51
2020-06-29,3236,0,0,2.14
2020-06-30,6319,0,0,4.58
2020-07-01,12630,0,0,8.36
2020-07-02,5399,0,0,3.77
2020-07-03,5981,0,0,4.34
2020-07-04,14598,0,0,10.55
2020-07-05,7016,0,0,5.23
2020-07-06,7913,0,0,5.72
2020-07-07,8187,0,0,5.86
2020-07-08,2518,0,0,1.84
2020-07-09,13764,0,0,9.59
2020-07-10,2611,0,0,1.94
2020-07-11,11660,0,0,8.27
2020-07-12,6290,0,0,4.22
2020-07-13,5732,0,0,4.01
2020-07-14,9968,0,0,6.93
2020-07-15,4290,0,0,3.09
2020-07-16,6059,0,0,4.41
2020-07-17,7254,0,0,4.85
2020-07-18,4911,0,0,3.51
2020-07-19,2301,0,0,1.58
2020-07-20,7165,0,0,5.4
2020-07-21,7523,0,0,5.21
2020-07-22,5616,0,0,4.0
2020-07-23,4850,0,0,3.35
2020-07-24,9041,0,0,6.88
2020-07-25,9686,0,0,6.89
2020-07-26,6695,0,0,6.08
2020-07-27,4249,0,0,3.03
2020-07-28,8382,0,0,5.66
2020-07-29,177,0,0,0.12
2020-07-30,12371,0,0,9.39
2020-07-31,4777,0,0,3.39
2020-08-01,6713,0,0,4.86
2020-08-02,7733,0,0,5.63
2020-08-03,12568,0,0,7.94
2020-08-04,10842,0,0,6.87
2020-08-05,2225,0,0,1.53
2020-08-06,6263,0,0,4.33
2020-08-07,149,0,0,0.1
2020-08-08,11669,0,0,7.99
2020-08-09,8438,0,0,6.03
2020-08-10,108,0,0,0.08
2020-08-11,12581,0,0,9.07
2020-08-12,10946,0,0,7.74
2020-08-13,12601,0,0,9.13
2020-08-14,11507,0,0,7.89
2020-08-15,8527,0,0,6.2
2020-08-16,5754,0,0,4.3
2020-08-17,13,0,0,0.01
2020-08-18,12159,0,0,8.38
2020-08-19,9082,0,0,6.43
2020-08-20,10006,0,0,7.41
2020-08-21,12172,0,0,9.1
2020-08-22,131,0,0,0.1
2020-08-23,85,0,0,0.06
2020-08-24,5738,0,0,4.21
2020-08-25,10768,0,0,7.71
2020-08-26,229,0,0,0.17
2020-08-27,715,0,0,0.53
2020-08-28,5277,0,0,3.76
2020-08-29,77,0,0,0.05
2020-08-30,11342,0,0,8.58
2020-08-31,4730,0,0,3.51
2020-09-01,2425,154.23,0,4.58
2020-09-02,77,0,0,0.05
2020-09-03,10556,8.49,0,7.83
2020-09-04,5527,0,0,3.81
2020-09-05,11613,0,0,7.64
2020-09-06,8179,242.51,0,10.42
2020-09-07,208,0,0,0.13
2020-09-08,11859,272.79,0,13.45
2020-09-09,12747,0,0,9.27
2020-09-10,14007,0,0,10.07
2020-09-11,4259,0,0,3.08
2020-09-12,3368,0,0,2.47
2020-09-13,11698,0,0,8.04
2020-09-14,11074,0,0,6.97
2020-09-15,5480,0,0,3.91
2020-09-16,26730,584.87,0,18.9
2020-09-17,30126,607.0,0,9.77
2020-09-18,9939,104.0,0,3.26
2020-09-19,23847,382.0,0,7.36
2020-09-20,22837,245.0,0,7.58
2020-09-21,18418,408.0,0,5.72
2020-09-22,27725,740.96,0,14.9
2020-09-23,19540,186.0,0,6.58
2020-09-24,19969,194.0,0,8.46
2020-09-25,17600,137.0,0,7.92
2020-09-26,2035,332.0,0,0.12
2020-09-27,24387,1053.67,0,14.93
2020-09-28,19652,204.0,0,6.83
2020-09-29,17456,933.75,0,11.08
2020-09-30,5437,65.0,0,1.4
2020-10-01,17521,874.79,0,11.81
2020-10-02,20923,917.64,0,13.96
2020-10-03,24363,1280.1,0,18.59
2020-10-04,14193,722.63,0,11.31
2020-10-05,23652,492.0,0,7.69
2020-10-06,9446,567.05,0,7.03
2020-10-07,13323,153.0,0,4.42
2020-10-08,26187,1148.76,0,16.7
2020-10-09,17595,550.36,0,10.05
2020-10-10,15942,432.0,0,4.7
2020-10-11,37578,764.0,0,13.87
2020-10-12,28424,1197.12,0,21.47
2020-10-13,15546,226.0,0,5.39
2020-10-14,7306,82.0,0,2.48
2020-10-15,22424,235.0,0,7.83
2020-10-16,15338,165.0,0,4.85
2020-10-17,16612,669.65,0,9.25
2020-10-18,5700,60.0,0,1.98
2020-10-19,792,12.0,0,0.19
2020-10-20,4861,62.0,0,1.4
2020-10-21,13118,137.0,0,4.37
2020-10-22,10499,125.0,0,3.33
2020-10-23,10505,98.0,0,3.77
2020-10-24,559,11.0,0,0.08
2020-10-25,3182,39.0,0,0.9
2020-10-26,1229,25.0,0,0.1
2020-10-27,2191,31.0,0,0.54
2020-10-28,837,16.0,0,0.08
2020-10-29,13849,616.66,0,9.79
2020-10-30,9891,120.0,0,2.9
2020-10-31,14106,168.0,0,4.55
2020-11-01,35357,1463.55,0,24.2
2020-11-02,19689,231.0,0,6.42
2020-11-03,8349,96.0,0,2.56
2020-11-04,35217,894.45,0,18.33
2020-11-05,26074,282.0,0,8.67
2020-11-06,39738,581.0,0,11.44
2020-11-07,13395,126.0,0,4.81
2020-11-08,28988,269.0,0,10.04
2020-11-09,10087,0,0,7.12
2020-11-10,10589,126.0,0,3.17
2020-11-11,16810,129.0,0,7.41
2020-11-12,23790,701.69,0,13.8
2020-11-13,3295,16.0,0,1.83
2020-11-14,6685,74.0,0,2.16
2020-11-15,20238,208.0,0,6.75
2020-11-16,877,16.0,0,0.03
2020-11-17,17115,189.0,0,5.16
2020-11-18,9164,104.0,0,2.95
2020-11-19,21259,217.0,0,6.53
2020-11-20,10478,128.0,0,3.06
2020-11-21,13174,151.0,0,4.42
2020-11-22,9103,19.0,0,5.21
2020-11-23,16120,181.0,0,5.06
2020-11-24,15580,168.0,0,5.08
2020-11-25,22931,374.0,0,7.93
2020-11-26,13730,153.0,0,4.09
2020-11-27,9478,104.0,0,2.65
2020-11-28,8272,90.0,0,2.42
2020-11-29,6641,84.0,0,1.77
2020-11-30,11760,51.0,0,6.38
2020-12-01,3817,0,0,2.58
2020-12-02,2994,413.0,0,0.15
2020-12-03,847,17.0,0,0.07
2020-12-04,11519,125.0,0,3.36
2020-12-05,5566,63.0,0,1.9
2020-12-06,8773,426.35,0,6.68
2020-12-07,509,13.0,0,0.02
2020-12-08,1804,40.0,0,0.02
2020-12-09,539,11.0,0,0.06
2020-12-10,632,19.0,0,0.01
2020-12-11,575,14.0,0,0.05
2020-12-12,664,15.0,0,0.03
2020-12-13,2216,30.0,0,0.54
2020-12-14,777,15.0,0,0.05
2020-12-15,1493,182.0,0,0.03
2020-12-16,9622,520.0,0,1.5
2020-12-17,6684,76.0,0,1.96
2020-12-18,16754,581.0,0,3.56
2020-12-19,23845,286.0,0,5.77
2020-12-20,17761,181.0,0,5.42
2020-12-21,2967,33.0,0,0.81
2020-12-22,32256,683.0,0,11.02
2020-12-23,10754,124.0,0,3.36
2020-12-24,15086,170.0,0,4.51
2020-12-25,25806,727.17,0,12.88
2020-12-26,38265,645.83,0,17.39
2020-12-27,6245,93.0,0,1.85
2020-12-28,25194,634.0,0,7.71
2020-12-29,3577,41.0,0,1.04
2020-12-30,1408,25.0,0,0.26
2020-12-31,7524,365.0,0,1.75
2021-01-01,12582,134.0,0,3.67
2021-01-02,6347,81.0,0,1.34
2021-01-03,6203,65.0,0,1.68
2021-01-04,12852,123.0,0,4.35
2021-01-05,14654,174.0,0,3.85
2021-01-06,11445,134.0,0,3.01
2021-01-07,23571,266.0,0,5.62
2021-01-08,19523,198.0,0,5.96
2021-01-09,13692,141.0,0,4.34
2021-01-10,5088,72.0,0,0.82
2021-01-11,4465,4.0,0,2.84
2021-01-12,4788,64.0,0,1.22
2021-01-13,686,14.0,0,0.08
2021-01-14,15406,142.0,0,5.49
2021-01-15,15281,185.0,0,4.26
2021-01-16,7353,75.0,0,2.47
2021-01-17,23269,257.0,0,7.6
2021-01-18,19001,315.0,0,5.92
2021-01-19,9783,104.0,0,3.09
2021-01-20,12351,129.0,0,3.8
2021-01-21,4033,55.0,0,1.02
2021-01-22,15046,169.0,0,5.12
2021-01-23,28081,286.0,0,8.93
2021-01-24,29262,259.0,0,10.19
2021-01-25,5637,63.0,0,1.71
2021-01-26,7787,110.0,0,1.98
2021-01-27,13058,160.0,0,4.15
2021-01-28,15478,240.0,0,4.5
2021-01-29,5786,85.0,0,1.73
2021-01-30,20491,267.0,0,6.65
2021-01-31,6919,89.0,0,2.21
2021-02-01,953,17.0,0,0.13
2021-02-02,11047,141.0,0,3.45
2021-02-03,9030,132.0,0,3.02
2021-02-04,19887,261.0,0,6.5
2021-02-05,23557,434.0,0,7.24
2021-02-06,16124,247.0,0,5.13
2021-02-07,12978,201.0,0,4.03
2021-02-08,16451,319.0,0,4.98
2021-02-09,14580,180.0,0,4.48
2021-02-10,4844,71.0,0,1.38
2021-02-11,3484,45.0,0,0.81
2021-02-12,399,7.0,0,0.04
2021-02-13,776,16.0,0,0.12
2021-02-14,13444,201.0,0,4.3
2021-02-15,4304,60.0,0,1.26
2021-02-16,10386,166.0,0,2.91
2021-02-17,14284,189.0,0,4.53
2021-02-18,16651,236.0,0,5.57
2021-02-19,384,9.0,0,0.04
2021-02-20,30642,342.0,0,10.59
2021-02-21,18784,214.0,0,6.55
2021-02-22,13837,199.0,0,4.58
2021-02-23,12818,166.0,0,4.14
2021-02-24,11529,119.0,0,4.98
2021-02-25,7459,0,0,4.83
2021-02-26,6149,82.0,0,1.75
2021-02-27,23080,319.0,0,7.26
2021-02-28,25435,334.0,0,8.08
2021-03-01,9436,179.0,0,2.03
2021-03-02,19284,321.0,0,5.99
2021-03-03,17168,214.0,0,6.12
2021-03-04,19533,269.0,0,6.65
2021-03-05,7167,81.0,0,2.61
2021-03-06,24797,269.0,0,9.73
2021-03-07,19506,255.0,0,5.81
2021-03-08,740,16.0,0,0.1
2021-03-09,15704,615.0,0,5.6
2021-03-10,11769,2074.0,0,3.83
2021-03-11,21844,2343.0,0,6.57
2021-03-12,10078,1800.0,0,3.44
2021-03-13,824,1085.0,0,0.1
2021-03-14,8831,2437.0,0,1.68
2021-03-15,13983,210.0,0,5.35
2021-03-16,506,12.0,0,0.07
2021-03-17,17199,561.62,0,9.36
2021-03-18,23246,283.0,0,8.15
2021-03-19,19389,223.0,0,6.51
2021-03-20,14651,186.0,0,4.74
2021-03-21,584,11.0,0,0.14
2021-03-22,9860,303.0,0,2.87
2021-03-23,320,7.0,0,0.04
2021-03-24,7616,98.0,0,2.4
2021-03-25,22590,341.0,0,7.68
2021-03-26,4300,58.0,0,1.49
2021-03-27,14535,142.0,0,6.44
2021-03-28,26153,328.0,0,9.31
2021-03-29,12302,144.0,0,4.11
2021-03-30,452,11.0,0,0.02
2021-03-31,10892,153.0,0,3.63
2021-04-01,19804,356.0,0,6.94
2021-04-02,8041,126.0,0,2.82
2021-04-03,12642,167.0,0,4.18
2021-04-04,710,13.0,0,0.03
2021-04-05,8750,146.0,0,2.57
2021-04-06,8816,124.0,0,2.9
2021-04-07,8728,127.0,0,2.96
2021-04-08,537,12.0,0,0.03
2021-04-09,5920,91.0,0,1.94
2021-04-10,16669,246.0,0,5.69
2021-04-11,5974,81.0,0,1.94
2021-04-12,5978,84.0,0,1.73
2021-04-13,11704,182.0,0,3.7
2021-04-14,434,10.0,0,0.03
2021-04-15,919,21.0,0,0.06
2021-04-16,920,21.0,0,0.11
2021-04-17,7322,766.0,0,2.56
2021-04-18,2266,26.0,0,0.61
2021-04-19,544,285.0,0,0.07
